Customer ID,Age,Age Group,Gender,Item Purchased,Category,Purchase Amount (USD),PA Group,Location,Size,Color,Season,Review Rating,Rating Group,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
3236,27,Adult,Female,Belt,Accessories,68,Mid Cost,Kansas,M,Green,Summer,4,Good,No,Venmo,Free Shipping,No,No,18,Venmo,Monthly
3237,63,Senior Citizen,Female,Belt,Accessories,84,High Cost,South Carolina,L,Olive,Fall,4.1,Excellent,No,Venmo,Next Day Air,No,No,8,Cash,Monthly
3238,61,Senior Citizen,Female,T-shirt,Clothing,57,Mid Cost,Vermont,M,Gray,Summer,2.8,Bad,No,Bank Transfer,Express,No,No,4,Cash,Weekly
3239,25,Adult,Female,Sneakers,Footwear,84,High Cost,Wyoming,XL,Teal,Fall,3.4,Good,No,PayPal,2-Day Shipping,No,No,37,Cash,Quarterly
3240,33,Mid Adult,Female,Sunglasses,Accessories,32,Low cost,Colorado,M,Charcoal,Fall,2.7,Bad,No,Credit Card,2-Day Shipping,No,No,30,Cash,Monthly
3241,56,Mid Aged,Female,Sandals,Footwear,37,Mid Cost,West Virginia,M,Violet,Fall,3.8,Good,No,Credit Card,2-Day Shipping,No,No,37,Bank Transfer,Monthly
3242,50,Mid Aged,Female,Handbag,Accessories,58,Mid Cost,Connecticut,M,Lavender,Summer,4.4,Excellent,No,Credit Card,Store Pickup,No,No,30,PayPal,Quarterly
3243,45,Mid Aged,Female,Socks,Clothing,74,High Cost,Oregon,S,Beige,Fall,2.8,Bad,No,Cash,Express,No,No,17,Venmo,Weekly
3244,45,Mid Aged,Female,Hoodie,Clothing,99,High Cost,Idaho,L,Black,Summer,5,Excellent,No,Venmo,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3245,65,Senior Citizen,Female,Sweater,Clothing,81,High Cost,Arkansas,M,Black,Fall,4.7,Excellent,No,Bank Transfer,Express,No,No,42,Credit Card,Annually
3246,63,Senior Citizen,Female,Pants,Clothing,76,High Cost,Kansas,M,Purple,Fall,3.2,Good,No,PayPal,Next Day Air,No,No,20,Cash,Weekly
3247,70,Senior Citizen,Female,Sneakers,Footwear,98,High Cost,Michigan,M,Magenta,Summer,2.9,Bad,No,Venmo,Store Pickup,No,No,37,Cash,Monthly
3248,53,Mid Aged,Female,Gloves,Accessories,91,High Cost,Arkansas,M,Teal,Summer,3.7,Good,No,Venmo,Express,No,No,12,PayPal,Fortnightly
3249,22,Adult,Female,T-shirt,Clothing,79,High Cost,Pennsylvania,S,Teal,Summer,4.2,Excellent,No,Venmo,Free Shipping,No,No,41,Bank Transfer,Quarterly
3250,26,Adult,Female,Backpack,Accessories,83,High Cost,Virginia,M,Pink,Summer,3.4,Good,No,Credit Card,Express,No,No,32,Credit Card,Quarterly
3251,23,Adult,Female,Coat,Outerwear,90,High Cost,Minnesota,M,Teal,Spring,2.9,Bad,No,Cash,2-Day Shipping,No,No,15,Venmo,Weekly
3252,25,Adult,Female,Coat,Outerwear,20,Low cost,Nevada,M,Gold,Winter,3.7,Good,No,Debit Card,Standard,No,No,39,Venmo,Quarterly
3253,69,Senior Citizen,Female,Sandals,Footwear,21,Low cost,Montana,L,Brown,Spring,2.7,Bad,No,Bank Transfer,Store Pickup,No,No,48,Credit Card,Fortnightly
3254,36,Mid Adult,Female,Backpack,Accessories,60,Mid Cost,Nebraska,M,Brown,Fall,3.2,Good,No,Debit Card,2-Day Shipping,No,No,8,Venmo,Fortnightly
3255,21,Adult,Female,Sweater,Clothing,31,Low cost,Indiana,S,Magenta,Winter,4.9,Excellent,No,Venmo,Store Pickup,No,No,11,Bank Transfer,Every 3 Months
3256,57,Mid Aged,Female,Shorts,Clothing,40,Mid Cost,New Jersey,M,Black,Fall,2.8,Bad,No,Cash,Next Day Air,No,No,36,Bank Transfer,Monthly
3257,60,Mid Aged,Female,Sunglasses,Accessories,26,Low cost,Wisconsin,L,Teal,Winter,4.7,Excellent,No,Cash,Free Shipping,No,No,50,Venmo,Every 3 Months
3258,44,Mid Aged,Female,Shirt,Clothing,98,High Cost,Minnesota,M,Brown,Fall,3.3,Good,No,PayPal,Express,No,No,39,Venmo,Every 3 Months
3259,31,Mid Adult,Female,Shoes,Footwear,51,Mid Cost,New Jersey,M,Magenta,Spring,4.3,Excellent,No,Debit Card,Express,No,No,11,Credit Card,Bi-Weekly
3260,57,Mid Aged,Female,Hat,Accessories,95,High Cost,Oklahoma,XL,Indigo,Fall,3.7,Good,No,PayPal,2-Day Shipping,No,No,5,Debit Card,Every 3 Months
3261,39,Mid Adult,Female,Scarf,Accessories,36,Mid Cost,Wisconsin,M,Violet,Summer,4.5,Excellent,No,Bank Transfer,2-Day Shipping,No,No,7,Credit Card,Annually
3262,48,Mid Aged,Female,Belt,Accessories,52,Mid Cost,Rhode Island,L,Cyan,Winter,3.4,Good,No,Bank Transfer,Store Pickup,No,No,50,Debit Card,Weekly
3263,42,Mid Aged,Female,T-shirt,Clothing,35,Mid Cost,Indiana,M,Violet,Spring,2.7,Bad,No,Cash,Standard,No,No,21,Cash,Every 3 Months
3264,56,Mid Aged,Female,Shorts,Clothing,68,Mid Cost,Vermont,S,Black,Fall,4.4,Excellent,No,PayPal,Express,No,No,31,Debit Card,Fortnightly
3265,28,Adult,Female,Pants,Clothing,50,Mid Cost,Maine,S,Charcoal,Winter,4,Good,No,PayPal,Express,No,No,39,Cash,Bi-Weekly
3266,40,Mid Adult,Female,Sunglasses,Accessories,100,High Cost,Alabama,M,White,Winter,3.2,Good,No,Credit Card,Express,No,No,28,Credit Card,Fortnightly
3267,49,Mid Aged,Female,Coat,Outerwear,74,High Cost,Alabama,S,Gray,Winter,4.2,Excellent,No,Bank Transfer,Next Day Air,No,No,33,Bank Transfer,Weekly
3268,37,Mid Adult,Female,Hoodie,Clothing,45,Mid Cost,Idaho,L,Pink,Winter,3,Good,No,Debit Card,Store Pickup,No,No,42,Credit Card,Quarterly
3269,22,Adult,Female,Dress,Clothing,97,High Cost,Arkansas,M,Cyan,Fall,2.8,Bad,No,Cash,Free Shipping,No,No,5,Bank Transfer,Every 3 Months
3270,27,Adult,Female,Blouse,Clothing,60,Mid Cost,Ohio,M,Blue,Winter,4.9,Excellent,No,Venmo,Express,No,No,25,Cash,Monthly
3271,59,Mid Aged,Female,Socks,Clothing,25,Low cost,Illinois,M,Indigo,Winter,4.7,Excellent,No,Cash,Express,No,No,48,PayPal,Annually
3272,35,Mid Adult,Female,Socks,Clothing,55,Mid Cost,Nevada,XL,Magenta,Spring,4.4,Excellent,No,Debit Card,Standard,No,No,30,Credit Card,Weekly
3273,58,Mid Aged,Female,Shoes,Footwear,99,High Cost,Texas,M,Lavender,Winter,3.1,Good,No,Bank Transfer,Next Day Air,No,No,34,PayPal,Quarterly
3274,58,Mid Aged,Female,Belt,Accessories,45,Mid Cost,Nevada,S,Orange,Summer,2.6,Bad,No,Credit Card,Free Shipping,No,No,34,PayPal,Every 3 Months
3275,46,Mid Aged,Female,Sweater,Clothing,20,Low cost,Oklahoma,M,Cyan,Spring,3.9,Good,No,Credit Card,Store Pickup,No,No,14,Cash,Fortnightly
3276,43,Mid Aged,Female,Pants,Clothing,88,High Cost,Alabama,XL,Green,Summer,2.6,Bad,No,Venmo,2-Day Shipping,No,No,2,Debit Card,Weekly
3277,39,Mid Adult,Female,Scarf,Accessories,99,High Cost,South Dakota,M,White,Summer,4,Good,No,Credit Card,Store Pickup,No,No,41,PayPal,Every 3 Months
3278,59,Mid Aged,Female,Skirt,Clothing,86,High Cost,Texas,M,Blue,Spring,4.9,Excellent,No,Cash,Store Pickup,No,No,3,Credit Card,Monthly
3279,59,Mid Aged,Female,Dress,Clothing,70,Mid Cost,Montana,M,Black,Summer,3.3,Good,No,Debit Card,2-Day Shipping,No,No,18,Bank Transfer,Weekly
3280,59,Mid Aged,Female,Hat,Accessories,50,Mid Cost,Wyoming,S,Red,Fall,3,Good,No,Credit Card,Express,No,No,1,Debit Card,Fortnightly
3281,45,Mid Aged,Female,Handbag,Accessories,57,Mid Cost,New York,L,Red,Winter,2.7,Bad,No,Credit Card,Next Day Air,No,No,5,PayPal,Monthly
3282,27,Adult,Female,Pants,Clothing,69,Mid Cost,Oregon,L,Gold,Winter,3.1,Good,No,Debit Card,Free Shipping,No,No,41,Bank Transfer,Annually
3283,24,Adult,Female,T-shirt,Clothing,94,High Cost,California,M,Red,Fall,4.8,Excellent,No,Bank Transfer,Next Day Air,No,No,5,Credit Card,Monthly
3284,47,Mid Aged,Female,Jacket,Outerwear,24,Low cost,North Carolina,L,Purple,Spring,2.9,Bad,No,Credit Card,Express,No,No,10,Debit Card,Every 3 Months
3285,70,Senior Citizen,Female,Scarf,Accessories,79,High Cost,Kentucky,L,White,Spring,4.5,Excellent,No,Debit Card,2-Day Shipping,No,No,20,Venmo,Annually
3286,58,Mid Aged,Female,Hat,Accessories,31,Low cost,Hawaii,XL,Magenta,Fall,4.6,Excellent,No,PayPal,Free Shipping,No,No,11,Cash,Weekly
3287,45,Mid Aged,Female,Jacket,Outerwear,67,Mid Cost,Illinois,L,Pink,Winter,5,Excellent,No,Venmo,Express,No,No,4,Venmo,Fortnightly
3288,24,Adult,Female,Skirt,Clothing,63,Mid Cost,West Virginia,L,Black,Spring,4.3,Excellent,No,PayPal,2-Day Shipping,No,No,38,Credit Card,Weekly
3289,67,Senior Citizen,Female,Handbag,Accessories,61,Mid Cost,South Carolina,XL,White,Spring,4.9,Excellent,No,Debit Card,Next Day Air,No,No,19,Credit Card,Bi-Weekly
3290,31,Mid Adult,Female,Backpack,Accessories,50,Mid Cost,Montana,M,Maroon,Summer,4,Good,No,Venmo,2-Day Shipping,No,No,16,Venmo,Every 3 Months
3291,52,Mid Aged,Female,Coat,Outerwear,82,High Cost,North Dakota,L,Black,Spring,3.1,Good,No,Bank Transfer,Free Shipping,No,No,2,PayPal,Monthly
3292,29,Adult,Female,Belt,Accessories,51,Mid Cost,New Mexico,L,Olive,Fall,2.6,Bad,No,Bank Transfer,2-Day Shipping,No,No,11,Cash,Monthly
3293,62,Senior Citizen,Female,Handbag,Accessories,23,Low cost,Missouri,L,Gray,Spring,4.9,Excellent,No,Debit Card,Standard,No,No,18,Bank Transfer,Fortnightly
3294,19,Adult,Female,Coat,Outerwear,91,High Cost,West Virginia,M,Gold,Spring,3.5,Good,No,Bank Transfer,2-Day Shipping,No,No,47,Credit Card,Fortnightly
3295,62,Senior Citizen,Female,Sweater,Clothing,60,Mid Cost,South Carolina,S,Magenta,Spring,4.5,Excellent,No,PayPal,Store Pickup,No,No,15,Bank Transfer,Bi-Weekly
3296,70,Senior Citizen,Female,Blouse,Clothing,34,Low cost,West Virginia,S,Lavender,Summer,2.8,Bad,No,PayPal,Next Day Air,No,No,15,Cash,Weekly
3297,20,Adult,Female,Blouse,Clothing,23,Low cost,Alaska,M,Green,Spring,4.2,Excellent,No,PayPal,Next Day Air,No,No,47,Venmo,Quarterly
3298,67,Senior Citizen,Female,Belt,Accessories,82,High Cost,West Virginia,M,Violet,Fall,4.1,Excellent,No,Credit Card,Free Shipping,No,No,47,PayPal,Monthly
3299,65,Senior Citizen,Female,Jacket,Outerwear,73,High Cost,New Mexico,M,Brown,Fall,3.5,Good,No,PayPal,Express,No,No,6,Bank Transfer,Every 3 Months
3300,45,Mid Aged,Female,Shorts,Clothing,32,Low cost,South Dakota,L,Teal,Spring,4,Good,No,Bank Transfer,2-Day Shipping,No,No,18,Venmo,Monthly
3301,26,Adult,Female,Hat,Accessories,80,High Cost,Oklahoma,M,Charcoal,Spring,4,Good,No,Debit Card,Express,No,No,40,Bank Transfer,Bi-Weekly
3302,36,Mid Adult,Female,Pants,Clothing,58,Mid Cost,Oklahoma,XL,Charcoal,Summer,2.5,Bad,No,PayPal,Free Shipping,No,No,31,Credit Card,Fortnightly
3303,36,Mid Adult,Female,Blouse,Clothing,82,High Cost,Alabama,XL,Beige,Winter,4.2,Excellent,No,Venmo,Standard,No,No,31,Venmo,Bi-Weekly
3304,20,Adult,Female,Belt,Accessories,60,Mid Cost,Mississippi,S,Turquoise,Summer,3.4,Good,No,PayPal,Next Day Air,No,No,4,Credit Card,Fortnightly
3305,30,Mid Adult,Female,Handbag,Accessories,79,High Cost,Mississippi,XL,Orange,Fall,4.8,Excellent,No,Debit Card,Next Day Air,No,No,36,Bank Transfer,Every 3 Months
3306,34,Mid Adult,Female,Hoodie,Clothing,41,Mid Cost,Nebraska,L,Cyan,Summer,4.9,Excellent,No,Bank Transfer,Standard,No,No,31,PayPal,Bi-Weekly
3307,63,Senior Citizen,Female,Jacket,Outerwear,39,Mid Cost,Colorado,L,Orange,Summer,3.6,Good,No,Cash,Store Pickup,No,No,6,Venmo,Fortnightly
3308,18,Adult,Female,Scarf,Accessories,36,Mid Cost,Pennsylvania,S,Green,Winter,4,Good,No,Credit Card,Store Pickup,No,No,1,Cash,Monthly
3309,55,Mid Aged,Female,Jeans,Clothing,70,Mid Cost,Utah,M,Pink,Fall,2.6,Bad,No,Venmo,Express,No,No,29,Cash,Monthly
3310,48,Mid Aged,Female,Handbag,Accessories,47,Mid Cost,Massachusetts,M,Blue,Summer,3.1,Good,No,Credit Card,Store Pickup,No,No,19,PayPal,Monthly
3311,45,Mid Aged,Female,Jacket,Outerwear,27,Low cost,Iowa,M,Pink,Winter,3.6,Good,No,Debit Card,Free Shipping,No,No,12,PayPal,Fortnightly
3312,29,Adult,Female,Hat,Accessories,52,Mid Cost,Florida,L,Blue,Summer,4,Good,No,PayPal,Express,No,No,18,Bank Transfer,Annually
3313,55,Mid Aged,Female,Sneakers,Footwear,75,High Cost,Louisiana,L,Black,Summer,3.9,Good,No,Venmo,Next Day Air,No,No,45,Cash,Quarterly
3314,55,Mid Aged,Female,Hat,Accessories,30,Low cost,Kansas,XL,Black,Fall,3.9,Good,No,Cash,Express,No,No,45,Credit Card,Monthly
3315,55,Mid Aged,Female,Socks,Clothing,94,High Cost,Kansas,M,Violet,Spring,3.3,Good,No,PayPal,Standard,No,No,8,Credit Card,Quarterly
3316,48,Mid Aged,Female,Scarf,Accessories,68,Mid Cost,Kentucky,S,Gold,Summer,2.9,Bad,No,Credit Card,Standard,No,No,4,PayPal,Every 3 Months
3317,42,Mid Aged,Female,Socks,Clothing,45,Mid Cost,New Mexico,M,Olive,Summer,3.1,Good,No,Cash,Free Shipping,No,No,5,Debit Card,Fortnightly
3318,21,Adult,Female,Hat,Accessories,67,Mid Cost,North Carolina,XL,Pink,Summer,4.7,Excellent,No,Debit Card,Standard,No,No,30,Cash,Quarterly
3319,45,Mid Aged,Female,Jacket,Outerwear,46,Mid Cost,North Dakota,M,Olive,Summer,3.9,Good,No,Venmo,Free Shipping,No,No,15,PayPal,Monthly
3320,23,Adult,Female,Shorts,Clothing,31,Low cost,North Dakota,M,Indigo,Summer,4.3,Excellent,No,Cash,Next Day Air,No,No,17,Credit Card,Every 3 Months
3321,66,Senior Citizen,Female,Blouse,Clothing,44,Mid Cost,Illinois,XL,Silver,Fall,4.2,Excellent,No,Cash,2-Day Shipping,No,No,45,Cash,Every 3 Months
3322,32,Mid Adult,Female,Coat,Outerwear,100,High Cost,Maine,S,Charcoal,Winter,4.3,Excellent,No,Bank Transfer,Next Day Air,No,No,3,Venmo,Annually
3323,52,Mid Aged,Female,Sweater,Clothing,92,High Cost,Indiana,XL,Orange,Winter,4.6,Excellent,No,Credit Card,Next Day Air,No,No,43,PayPal,Weekly
3324,54,Mid Aged,Female,Handbag,Accessories,78,High Cost,North Dakota,M,Yellow,Winter,3.8,Good,No,Venmo,Free Shipping,No,No,4,Credit Card,Monthly
3325,37,Mid Adult,Female,T-shirt,Clothing,32,Low cost,Missouri,S,Red,Fall,3.3,Good,No,Venmo,Standard,No,No,41,Venmo,Weekly
3326,29,Adult,Female,Sandals,Footwear,97,High Cost,Alaska,M,Maroon,Fall,3.7,Good,No,Debit Card,2-Day Shipping,No,No,16,Venmo,Monthly
3327,47,Mid Aged,Female,Gloves,Accessories,95,High Cost,North Dakota,M,Magenta,Summer,4.3,Excellent,No,Cash,Standard,No,No,10,Debit Card,Annually
3328,47,Mid Aged,Female,Shorts,Clothing,64,Mid Cost,Connecticut,M,Black,Spring,4.1,Excellent,No,Bank Transfer,Express,No,No,2,Debit Card,Quarterly
3329,42,Mid Aged,Female,Sandals,Footwear,35,Mid Cost,Wisconsin,M,Violet,Spring,3.2,Good,No,Venmo,Free Shipping,No,No,11,Cash,Bi-Weekly
3330,34,Mid Adult,Female,Backpack,Accessories,54,Mid Cost,New Jersey,M,Gray,Winter,3.8,Good,No,Debit Card,Express,No,No,1,Debit Card,Bi-Weekly
3331,38,Mid Adult,Female,Sneakers,Footwear,96,High Cost,Missouri,M,Black,Spring,3.2,Good,No,PayPal,2-Day Shipping,No,No,41,Bank Transfer,Quarterly
3332,55,Mid Aged,Female,Sunglasses,Accessories,58,Mid Cost,California,M,Pink,Summer,3.5,Good,No,Debit Card,Free Shipping,No,No,39,PayPal,Quarterly
3333,27,Adult,Female,T-shirt,Clothing,23,Low cost,Washington,M,Silver,Summer,3.1,Good,No,PayPal,2-Day Shipping,No,No,1,PayPal,Bi-Weekly
3334,55,Mid Aged,Female,Jeans,Clothing,35,Mid Cost,Minnesota,M,Violet,Spring,4.2,Excellent,No,Debit Card,Express,No,No,3,PayPal,Monthly
3335,66,Senior Citizen,Female,Shirt,Clothing,23,Low cost,California,M,Beige,Summer,3.4,Good,No,Bank Transfer,Free Shipping,No,No,21,Credit Card,Annually
3336,44,Mid Aged,Female,Hat,Accessories,94,High Cost,Texas,XL,Cyan,Winter,3.5,Good,No,Credit Card,Express,No,No,48,Bank Transfer,Quarterly
3337,39,Mid Adult,Female,Blouse,Clothing,45,Mid Cost,Montana,M,Brown,Fall,4,Good,No,Venmo,Free Shipping,No,No,24,Debit Card,Annually
3338,23,Adult,Female,Jacket,Outerwear,23,Low cost,Arizona,L,Blue,Winter,4.4,Excellent,No,Bank Transfer,2-Day Shipping,No,No,45,Bank Transfer,Bi-Weekly
3339,29,Adult,Female,Skirt,Clothing,94,High Cost,Minnesota,L,White,Winter,2.9,Bad,No,Venmo,2-Day Shipping,No,No,46,Credit Card,Monthly
3340,20,Adult,Female,Gloves,Accessories,99,High Cost,Nebraska,M,Cyan,Fall,3.6,Good,No,Debit Card,Store Pickup,No,No,35,Cash,Fortnightly
3341,42,Mid Aged,Female,T-shirt,Clothing,36,Mid Cost,Virginia,XL,Maroon,Fall,4.4,Excellent,No,Credit Card,Free Shipping,No,No,47,Credit Card,Fortnightly
3342,55,Mid Aged,Female,Jacket,Outerwear,50,Mid Cost,Connecticut,XL,Olive,Summer,4.5,Excellent,No,Venmo,Standard,No,No,35,Credit Card,Monthly
3343,66,Senior Citizen,Female,Jacket,Outerwear,81,High Cost,New Jersey,M,Violet,Spring,3.8,Good,No,Credit Card,Free Shipping,No,No,45,Credit Card,Weekly
3344,24,Adult,Female,Shorts,Clothing,31,Low cost,Kentucky,XL,Green,Winter,3.6,Good,No,Bank Transfer,2-Day Shipping,No,No,6,Cash,Bi-Weekly
3345,62,Senior Citizen,Female,Hat,Accessories,48,Mid Cost,Washington,XL,Magenta,Fall,4.3,Excellent,No,Debit Card,Free Shipping,No,No,20,Cash,Annually
3346,28,Adult,Female,Handbag,Accessories,91,High Cost,Florida,M,Turquoise,Summer,4,Good,No,Cash,2-Day Shipping,No,No,3,Venmo,Bi-Weekly
3347,30,Mid Adult,Female,Jeans,Clothing,99,High Cost,Oklahoma,M,Black,Summer,3.4,Good,No,PayPal,Express,No,No,30,Venmo,Quarterly
3348,22,Adult,Female,Shoes,Footwear,70,Mid Cost,Iowa,XL,Cyan,Summer,4.4,Excellent,No,Credit Card,Standard,No,No,28,PayPal,Bi-Weekly
3349,28,Adult,Female,T-shirt,Clothing,74,High Cost,New Hampshire,L,Gray,Winter,2.8,Bad,No,PayPal,Standard,No,No,15,Cash,Every 3 Months
3350,35,Mid Adult,Female,Jewelry,Accessories,79,High Cost,Georgia,M,Red,Fall,2.8,Bad,No,Cash,Store Pickup,No,No,29,PayPal,Quarterly
3351,45,Mid Aged,Female,Handbag,Accessories,33,Low cost,Mississippi,S,Olive,Fall,4.9,Excellent,No,PayPal,2-Day Shipping,No,No,15,Cash,Bi-Weekly
3352,43,Mid Aged,Female,Shirt,Clothing,49,Mid Cost,New Hampshire,L,Cyan,Spring,4.2,Excellent,No,Cash,2-Day Shipping,No,No,18,Bank Transfer,Fortnightly
3353,55,Mid Aged,Female,Belt,Accessories,96,High Cost,Washington,M,Teal,Summer,2.9,Bad,No,Credit Card,Next Day Air,No,No,7,Bank Transfer,Bi-Weekly
3354,31,Mid Adult,Female,Dress,Clothing,66,Mid Cost,Ohio,L,Teal,Fall,4.6,Excellent,No,Debit Card,Free Shipping,No,No,19,Credit Card,Every 3 Months
3355,42,Mid Aged,Female,Skirt,Clothing,45,Mid Cost,Maryland,M,Orange,Fall,2.8,Bad,No,Cash,Next Day Air,No,No,15,PayPal,Weekly
3356,40,Mid Adult,Female,Blouse,Clothing,28,Low cost,Delaware,M,Peach,Spring,2.6,Bad,No,Debit Card,Store Pickup,No,No,3,Bank Transfer,Bi-Weekly
3357,39,Mid Adult,Female,Jeans,Clothing,48,Mid Cost,Tennessee,M,Silver,Summer,3.5,Good,No,Credit Card,Store Pickup,No,No,13,PayPal,Bi-Weekly
3358,41,Mid Aged,Female,Hoodie,Clothing,67,Mid Cost,Arkansas,M,Pink,Winter,3.5,Good,No,Venmo,Free Shipping,No,No,37,Credit Card,Monthly
3359,56,Mid Aged,Female,T-shirt,Clothing,59,Mid Cost,Tennessee,M,Magenta,Fall,3.4,Good,No,Debit Card,2-Day Shipping,No,No,26,Cash,Annually
3360,43,Mid Aged,Female,Sunglasses,Accessories,74,High Cost,New Hampshire,L,Red,Fall,3.9,Good,No,Credit Card,Next Day Air,No,No,29,Debit Card,Monthly
3361,22,Adult,Female,Jacket,Outerwear,81,High Cost,Minnesota,M,Maroon,Spring,3.3,Good,No,Venmo,2-Day Shipping,No,No,47,Cash,Every 3 Months
3362,47,Mid Aged,Female,Shoes,Footwear,26,Low cost,Florida,M,Silver,Spring,4.1,Excellent,No,Credit Card,Free Shipping,No,No,47,Credit Card,Bi-Weekly
3363,50,Mid Aged,Female,Handbag,Accessories,61,Mid Cost,Tennessee,M,Gray,Summer,3,Good,No,Credit Card,Next Day Air,No,No,48,Venmo,Fortnightly
3364,58,Mid Aged,Female,Sweater,Clothing,23,Low cost,California,M,Turquoise,Winter,3,Good,No,PayPal,Next Day Air,No,No,46,Bank Transfer,Bi-Weekly
3365,50,Mid Aged,Female,Scarf,Accessories,33,Low cost,Oregon,M,Peach,Fall,3.2,Good,No,Cash,Standard,No,No,7,Credit Card,Monthly
3366,43,Mid Aged,Female,Skirt,Clothing,58,Mid Cost,Tennessee,L,Teal,Fall,3.9,Good,No,Bank Transfer,Express,No,No,45,Credit Card,Every 3 Months
3367,38,Mid Adult,Female,Gloves,Accessories,65,Mid Cost,North Carolina,M,Red,Spring,3.6,Good,No,Venmo,2-Day Shipping,No,No,47,Debit Card,Quarterly
3368,44,Mid Aged,Female,T-shirt,Clothing,48,Mid Cost,Tennessee,M,Blue,Summer,3.1,Good,No,Credit Card,Store Pickup,No,No,6,Venmo,Fortnightly
3369,30,Mid Adult,Female,Sandals,Footwear,25,Low cost,Nebraska,M,Blue,Spring,4.8,Excellent,No,Cash,Express,No,No,29,Bank Transfer,Every 3 Months
3370,47,Mid Aged,Female,Sweater,Clothing,51,Mid Cost,Maine,M,Indigo,Winter,3.8,Good,No,Debit Card,2-Day Shipping,No,No,42,Cash,Monthly
3371,30,Mid Adult,Female,Belt,Accessories,31,Low cost,Illinois,M,Charcoal,Summer,2.8,Bad,No,Venmo,Store Pickup,No,No,46,Cash,Fortnightly
3372,49,Mid Aged,Female,Hoodie,Clothing,99,High Cost,Colorado,S,Turquoise,Winter,4,Good,No,PayPal,Next Day Air,No,No,28,PayPal,Annually
3373,56,Mid Aged,Female,Socks,Clothing,25,Low cost,Pennsylvania,M,Maroon,Winter,4.6,Excellent,No,Credit Card,Free Shipping,No,No,14,Credit Card,Every 3 Months
3374,70,Senior Citizen,Female,Sandals,Footwear,52,Mid Cost,Minnesota,M,Purple,Spring,3.5,Good,No,Debit Card,Store Pickup,No,No,12,Debit Card,Every 3 Months
3375,22,Adult,Female,Blouse,Clothing,47,Mid Cost,Nevada,S,Lavender,Spring,3.7,Good,No,Debit Card,2-Day Shipping,No,No,41,Debit Card,Annually
3376,51,Mid Aged,Female,Boots,Footwear,98,High Cost,Connecticut,XL,Yellow,Fall,4.9,Excellent,No,Debit Card,Express,No,No,8,Credit Card,Annually
3377,22,Adult,Female,Hat,Accessories,46,Mid Cost,Ohio,M,Green,Winter,4.1,Excellent,No,Credit Card,Store Pickup,No,No,24,Cash,Quarterly
3378,37,Mid Adult,Female,Shirt,Clothing,32,Low cost,Kentucky,M,Yellow,Winter,4.6,Excellent,No,Bank Transfer,Next Day Air,No,No,18,PayPal,Fortnightly
3379,49,Mid Aged,Female,Shorts,Clothing,75,High Cost,Minnesota,L,Gold,Fall,4.5,Excellent,No,PayPal,Next Day Air,No,No,6,Cash,Quarterly
3380,61,Senior Citizen,Female,Handbag,Accessories,51,Mid Cost,Tennessee,L,Turquoise,Summer,5,Excellent,No,Debit Card,Store Pickup,No,No,40,Cash,Weekly
3381,41,Mid Aged,Female,Dress,Clothing,52,Mid Cost,North Dakota,L,Blue,Summer,3.8,Good,No,PayPal,Standard,No,No,6,PayPal,Every 3 Months
3382,57,Mid Aged,Female,Hat,Accessories,66,Mid Cost,Minnesota,L,Turquoise,Winter,4.7,Excellent,No,Bank Transfer,Standard,No,No,27,Credit Card,Quarterly
3383,34,Mid Adult,Female,Sweater,Clothing,35,Mid Cost,Nebraska,M,Maroon,Spring,2.8,Bad,No,Bank Transfer,Express,No,No,2,Bank Transfer,Weekly
3384,27,Adult,Female,Coat,Outerwear,43,Mid Cost,Delaware,M,Pink,Fall,2.6,Bad,No,Credit Card,Next Day Air,No,No,39,Venmo,Bi-Weekly
3385,39,Mid Adult,Female,Hoodie,Clothing,24,Low cost,Minnesota,L,Maroon,Summer,3.8,Good,No,Credit Card,Free Shipping,No,No,9,Venmo,Quarterly
3386,62,Senior Citizen,Female,Jewelry,Accessories,83,High Cost,Rhode Island,M,Olive,Winter,2.8,Bad,No,PayPal,Standard,No,No,16,Credit Card,Every 3 Months
3387,34,Mid Adult,Female,T-shirt,Clothing,62,Mid Cost,Michigan,M,Lavender,Fall,2.6,Bad,No,Debit Card,2-Day Shipping,No,No,36,Cash,Quarterly
3388,53,Mid Aged,Female,Pants,Clothing,78,High Cost,New Jersey,S,Pink,Spring,3.4,Good,No,Venmo,2-Day Shipping,No,No,2,Credit Card,Bi-Weekly
3389,35,Mid Adult,Female,Sweater,Clothing,61,Mid Cost,South Dakota,M,Cyan,Spring,4.5,Excellent,No,Venmo,Store Pickup,No,No,21,Credit Card,Weekly
3390,38,Mid Adult,Female,Pants,Clothing,57,Mid Cost,North Carolina,L,Maroon,Fall,3.8,Good,No,Credit Card,Free Shipping,No,No,39,Venmo,Annually
3391,32,Mid Adult,Female,Socks,Clothing,70,Mid Cost,Oregon,S,Red,Summer,3,Good,No,Credit Card,Next Day Air,No,No,38,PayPal,Annually
3392,47,Mid Aged,Female,Hoodie,Clothing,57,Mid Cost,Montana,M,Silver,Fall,3.7,Good,No,Cash,2-Day Shipping,No,No,6,Debit Card,Every 3 Months
